DATE,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD
2016.12.14,1158.47,1165.09,1139.04,1142.94,148724,77818441,24
2016.12.15,1142.16,1144.28,1122.62,1127.96,150441,88548214,23
2016.12.16,1128.33,1141.16,1126.54,1134.65,79262,43054696,23
2016.12.19,1135.79,1142.24,1134.73,1138.47,91901,48926381,24
2016.12.20,1138.46,1139.73,1125.67,1131.73,91025,50936702,24
2016.12.21,1132.56,1137.03,1129.25,1131.59,80731,45967940,22
2016.12.22,1131.34,1134.03,1127.37,1128.20,72957,42285882,21
2016.12.23,1128.30,1135.72,1126.77,1133.39,38821,24749576,20
2016.12.27,1134.39,1150.69,1131.58,1138.86,58095,28826993,0
2016.12.28,1139.11,1144.41,1136.45,1141.55,67686,42080810,22
2016.12.29,1142.37,1159.40,1141.65,1157.83,77501,40241330,21
2016.12.30,1157.87,1163.15,1146.41,1152.12,73722,42717134,23
2017.01.03,1151.67,1164.35,1145.95,1159.09,133304,84991697,22
2017.01.04,1158.75,1167.83,1156.07,1162.64,130369,89907858,23
2017.01.05,1163.10,1184.94,1162.87,1180.30,155316,97283346,24
2017.01.06,1179.64,1182.92,1170.84,1172.59,125240,78902801,23
2017.01.09,1172.87,1186.08,1172.38,1181.01,126697,68573173,15
2017.01.10,1181.87,1190.53,1180.11,1187.41,113962,89294626,21
2017.01.11,1187.53,1198.17,1177.11,1191.44,155211,128739504,23
2017.01.12,1192.25,1206.88,1191.87,1195.38,143183,115800626,22
2017.01.13,1194.36,1201.18,1187.86,1197.33,124284,105234418,22
2017.01.16,1198.74,1208.48,1198.07,1202.50,77904,61716734,22
2017.01.17,1202.95,1218.77,1202.77,1216.56,141768,116929503,19
2017.01.18,1216.48,1217.41,1202.26,1203.59,115042,95781872,19
2017.01.19,1204.57,1206.41,1195.79,1204.73,155941,127369078,19
2017.01.20,1204.60,1214.87,1198.53,1209.94,146157,110694192,21
2017.01.23,1210.98,1219.39,1209.19,1217.80,140358,107355504,18
2017.01.24,1219.00,1219.40,1206.52,1208.67,100602,81735730,18
2017.01.25,1209.31,1209.73,1193.22,1199.60,108302,92917282,19
2017.01.26,1200.67,1202.52,1184.31,1188.38,119209,98216215,24
2017.01.27,1189.02,1191.59,1180.48,1191.49,124536,113328963,24
2017.01.30,1192.87,1199.33,1188.20,1195.20,141904,110715620,24
2017.01.31,1195.28,1215.23,1193.65,1210.36,164411,133821569,24
2017.02.01,1210.48,1213.14,1198.10,1209.70,165205,143872816,24
2017.02.02,1208.91,1225.21,1208.26,1215.74,174513,127934828,24
2017.02.03,1214.92,1221.31,1207.00,1219.95,142672,115932755,24
2017.02.06,1222.26,1235.55,1219.11,1235.45,148432,122901026,20
2017.02.07,1234.33,1235.71,1227.68,1233.49,139312,129287243,24
2017.02.08,1233.76,1244.64,1229.99,1241.68,143583,128434156,24
2017.02.09,1240.85,1244.44,1225.40,1227.53,131164,121663125,24
2017.02.10,1228.48,1237.04,1221.57,1233.68,135270,116349441,24
2017.02.13,1230.76,1232.22,1219.26,1225.20,108526,103009217,24
2017.02.14,1225.23,1234.42,1221.84,1228.57,119784,105215242,24
2017.02.15,1228.39,1233.16,1216.64,1232.81,98959,86069213,24
2017.02.16,1233.43,1242.30,1231.99,1239.01,113850,92331404,24
2017.02.17,1238.66,1243.71,1234.24,1234.83,99356,79331953,24
2017.02.20,1235.66,1238.89,1232.70,1237.42,53883,47429322,24
2017.02.21,1237.07,1238.75,1226.04,1235.75,86656,70916974,24
2017.02.22,1235.82,1240.54,1231.14,1237.45,105695,92230315,24
2017.02.23,1236.83,1251.03,1235.69,1249.19,100511,64995482,24
2017.02.24,1249.35,1260.05,1247.68,1256.98,81651,61815285,24
2017.02.27,1256.22,1263.79,1250.91,1252.70,89506,72701055,24
2017.02.28,1252.56,1258.32,1247.58,1248.00,82704,52313614,24
2017.03.01,1248.50,1250.57,1236.86,1249.23,134415,84407867,24
2017.03.02,1248.49,1248.92,1230.93,1234.17,86241,56502618,24
2017.03.03,1234.20,1236.21,1222.84,1234.42,96769,62990815,24
2017.03.06,1233.17,1236.76,1224.81,1225.18,78325,52406760,24
2017.03.07,1225.58,1227.12,1214.12,1215.72,71988,47793752,24
2017.03.08,1215.85,1218.49,1206.59,1207.75,74632,47598127,24
2017.03.09,1208.26,1208.92,1199.17,1200.24,95199,62163970,24
2017.03.10,1200.80,1206.25,1194.91,1204.43,100924,68000720,24
2017.03.13,1206.11,1211.11,1202.39,1203.70,66176,44401491,24
2017.03.14,1202.07,1207.53,1197.23,1198.47,74402,49014280,24
2017.03.15,1199.11,1221.97,1197.47,1218.59,86424,55713910,24
2017.03.16,1218.88,1233.67,1218.54,1226.01,80643,46888583,24
2017.03.17,1226.43,1231.60,1224.42,1229.25,64890,40735398,24
2017.03.20,1230.53,1235.45,1229.29,1234.12,56183,33438735,24
2017.03.21,1234.42,1247.53,1226.82,1244.85,81053,46912582,24
2017.03.22,1245.36,1251.23,1243.89,1248.78,90917,53781470,24
2017.03.23,1247.43,1253.22,1242.71,1245.37,85149,51128302,24
2017.03.24,1244.78,1251.77,1240.92,1245.57,74402,44953888,24
2017.03.27,1248.09,1260.97,1248.04,1254.09,81982,47882427,24
2017.03.28,1253.61,1258.33,1247.61,1251.47,79819,44434994,24
2017.03.29,1250.94,1254.57,1247.25,1253.07,77876,48930060,24
2017.03.30,1252.74,1253.74,1242.32,1243.43,68366,40732361,24
2017.03.31,1243.57,1250.50,1239.61,1248.96,70404,41860290,24
2017.04.03,1247.94,1253.62,1244.41,1252.80,64214,35195858,24
2017.04.04,1254.15,1261.22,1253.95,1255.98,65300,33467605,24
2017.04.05,1255.73,1257.24,1243.65,1255.21,85894,49080823,6
2017.04.06,1255.76,1258.82,1249.72,1251.77,74106,41128532,24
2017.04.07,1251.71,1270.83,1250.52,1254.30,127140,66056283,24
2017.04.10,1254.60,1257.01,1247.08,1254.63,74496,43357666,24
2017.04.11,1255.08,1275.06,1253.00,1273.93,90396,50792277,24
2017.04.12,1273.74,1286.62,1271.82,1286.55,92969,52281368,24
2017.04.13,1285.10,1288.54,1281.78,1287.44,81149,46535983,24
2017.04.17,1291.28,1295.45,1281.31,1284.84,66665,39137839,24
2017.04.18,1284.47,1292.24,1278.90,1289.80,83455,46437257,24
2017.04.19,1289.49,1290.61,1273.98,1279.14,78687,42934110,24
2017.04.20,1279.44,1283.36,1276.58,1281.43,80568,42639157,24
2017.04.21,1281.47,1288.18,1278.42,1284.29,85988,47300143,24
2017.04.24,1268.39,1277.34,1265.40,1275.39,90180,49754322,24
2017.04.25,1275.49,1278.05,1261.56,1263.32,76278,44903406,7
2017.04.26,1263.39,1270.54,1260.00,1269.20,83165,49807008,24
2017.04.27,1268.83,1269.49,1261.12,1264.23,74163,42102041,24
2017.04.28,1263.98,1268.46,1262.95,1267.99,61037,34646325,24
2017.05.01,1268.56,1271.15,1254.15,1256.87,53720,31916823,24
2017.05.02,1255.78,1257.70,1251.92,1256.75,59440,34405576,24
2017.05.03,1256.23,1256.87,1235.81,1238.55,70561,44289327,24
2017.05.04,1237.87,1241.22,1225.68,1227.46,76896,48449546,24
2017.05.05,1228.61,1235.51,1226.01,1227.56,83390,50496165,24
2017.05.08,1224.98,1236.50,1224.98,1226.21,68262,40228868,24
2017.05.09,1226.40,1228.54,1214.23,1221.26,68323,41352996,24
2017.05.10,1220.91,1225.58,1217.51,1218.99,63870,37798694,24
2017.05.11,1219.10,1227.65,1216.92,1224.83,63881,37908119,24
2017.05.12,1225.34,1231.69,1224.36,1228.48,60295,36982770,24
2017.05.15,1229.93,1237.27,1226.90,1230.08,59349,35648519,24
2017.05.16,1231.09,1239.05,1230.23,1236.95,60443,35294838,24
2017.05.17,1236.57,1261.12,1236.39,1260.41,101591,58307811,24
2017.05.18,1259.85,1265.00,1245.96,1246.56,122842,75121405,24
2017.05.19,1246.43,1256.33,1246.43,1255.33,75658,47320091,24
2017.05.22,1255.04,1262.48,1251.74,1260.09,60685,35302222,24
2017.05.23,1260.32,1263.72,1249.92,1251.33,79338,45821843,24
2017.05.24,1251.49,1258.87,1247.85,1258.33,74541,45433033,24
2017.05.25,1258.01,1259.58,1253.77,1255.69,72024,41129480,24
2017.05.26,1255.56,1269.39,1253.12,1266.94,71672,42355251,24
2017.05.29,1267.29,1269.10,1264.94,1266.50,28242,14402633,24
2017.05.30,1266.75,1270.41,1259.31,1263.10,58126,34705824,24
2017.05.31,1262.52,1274.08,1259.51,1268.70,61833,32900581,24
2017.06.01,1268.67,1270.24,1261.45,1265.62,60651,36660052,24
2017.06.02,1265.68,1279.40,1258.93,1278.56,70272,35840604,24
2017.06.05,1279.53,1283.34,1277.70,1279.43,49310,27838746,24
2017.06.06,1280.07,1296.01,1279.58,1293.92,66589,37057822,24
2017.06.07,1294.18,1294.37,1282.63,1286.83,69730,42115505,24
2017.06.08,1286.59,1288.85,1271.29,1278.69,76531,47398954,24
2017.06.09,1279.93,1280.67,1264.57,1266.60,77130,45503080,24
2017.06.12,1266.50,1270.26,1263.51,1265.66,71986,42088085,24
2017.06.13,1265.67,1268.87,1259.11,1266.26,58240,33554440,24
2017.06.14,1266.44,1280.85,1257.16,1261.83,93813,52848681,24
2017.06.15,1260.02,1266.64,1251.36,1253.91,76330,45212730,24
2017.06.16,1254.32,1257.07,1251.76,1253.38,56158,32664218,24
2017.06.19,1253.34,1255.58,1242.97,1243.25,57682,34201827,24
2017.06.20,1243.86,1248.04,1241.25,1242.82,59374,35247258,24
2017.06.21,1243.70,1247.76,1240.78,1246.08,62840,35458090,24
2017.06.22,1246.32,1254.68,1246.08,1250.40,69114,39452943,24
2017.06.23,1250.99,1258.80,1249.76,1256.61,51307,26957919,24
2017.06.26,1257.36,1258.03,1236.01,1244.30,65624,39069349,24
2017.06.27,1244.29,1253.06,1241.26,1246.80,65405,36960567,24
2017.06.28,1247.07,1254.76,1247.02,1248.85,78622,45602796,24
2017.06.29,1249.29,1253.11,1239.75,1245.10,84567,47961585,24
2017.06.30,1245.86,1248.15,1239.17,1241.43,82053,45168710,24
2017.07.03,1242.12,1242.63,1218.41,1219.46,73040,40579593,24
2017.07.04,1221.50,1226.46,1220.53,1223.38,44915,24791502,24
2017.07.05,1224.02,1228.76,1217.38,1226.83,69538,41947734,24
2017.07.06,1226.91,1229.09,1222.45,1224.60,70069,42728949,24
2017.07.07,1224.79,1228.33,1207.26,1212.20,71105,43938041,24
2017.07.10,1213.48,1215.50,1204.81,1214.25,58142,34852632,24
2017.07.11,1214.40,1217.35,1208.13,1217.21,58263,35976247,24
2017.07.12,1216.70,1225.67,1213.39,1220.14,67796,40946250,24
2017.07.13,1218.45,1224.36,1216.47,1217.50,57211,33607573,24
2017.07.14,1217.39,1232.77,1214.73,1228.81,63232,35920991,24
2017.07.17,1229.55,1235.95,1228.19,1233.61,51972,28536928,24
2017.07.18,1233.94,1244.51,1232.75,1242.03,68233,36279691,24
2017.07.19,1242.79,1243.95,1235.84,1241.13,56719,30288459,24
2017.07.20,1241.05,1247.50,1235.23,1244.62,71926,35636777,24
2017.07.21,1244.22,1255.63,1243.33,1254.70,68626,33071778,24
2017.07.24,1255.30,1258.74,1251.86,1255.31,62675,28987569,24
2017.07.25,1254.62,1257.68,1249.05,1249.71,70347,32709896,24
2017.07.26,1249.71,1263.46,1243.69,1260.84,91151,46065706,24
2017.07.27,1260.10,1265.17,1254.44,1258.42,102405,46227813,24
2017.07.28,1259.16,1270.76,1257.29,1268.91,87469,39478470,24
2017.07.31,1270.54,1271.04,1265.70,1269.37,61954,30279087,24
2017.08.01,1269.47,1274.04,1262.57,1268.92,75766,31193615,24
2017.08.02,1268.61,1272.75,1262.79,1266.18,67133,31734289,24
2017.08.03,1266.13,1270.75,1256.77,1268.85,72462,31712576,24
2017.08.04,1268.41,1270.10,1254.12,1258.73,69628,30244372,24
2017.08.07,1257.14,1259.82,1255.69,1257.67,56774,27172125,24
2017.08.08,1257.07,1265.12,1251.44,1260.74,70930,32639596,24
2017.08.09,1260.91,1278.64,1260.71,1277.39,92934,39629040,24
2017.08.10,1277.32,1287.76,1274.57,1286.25,86767,35558128,24
2017.08.11,1286.13,1291.93,1281.23,1290.41,84718,35304736,24
2017.08.14,1289.31,1289.43,1278.54,1281.30,71753,34013161,24
2017.08.15,1280.97,1281.87,1267.23,1271.52,69919,34911683,24
2017.08.16,1271.35,1283.75,1267.70,1283.08,73242,38202507,24
2017.08.17,1283.65,1290.08,1281.74,1287.74,93880,41922344,24
2017.08.18,1288.59,1300.74,1283.40,1284.62,102322,47009555,24
2017.08.21,1282.99,1293.68,1280.51,1291.59,69793,34362130,24
2017.08.22,1290.75,1292.49,1281.90,1284.96,64648,32611110,24
2017.08.23,1284.55,1291.42,1282.72,1290.44,63985,31886129,24
2017.08.24,1290.36,1291.10,1284.40,1286.15,69416,32380507,24
2017.08.25,1286.06,1294.52,1276.37,1291.47,81136,44400660,24
2017.08.28,1292.48,1312.03,1291.78,1309.61,68351,35559013,24
2017.08.29,1314.13,1325.94,1304.97,1309.48,117617,63843863,24
2017.08.30,1310.24,1313.68,1305.11,1308.15,81145,44015436,24
2017.08.31,1308.40,1323.53,1298.78,1321.41,87456,46854743,24
2017.09.01,1321.85,1328.76,1316.35,1324.59,86568,47347808,24
2017.09.04,1335.18,1339.72,1331.73,1333.96,57399,29405006,24
2017.09.05,1333.49,1344.25,1326.22,1339.95,103529,52809623,24
2017.09.06,1339.61,1342.39,1331.55,1334.01,87303,39694360,24
2017.09.07,1334.05,1349.78,1332.48,1349.31,100395,49105499,24
2017.09.08,1348.58,1357.42,1342.71,1346.48,101482,53131756,24
2017.09.11,1338.93,1339.96,1326.34,1327.25,82571,41941127,0
2017.09.12,1327.45,1331.80,1322.52,1331.26,123378,8335652,3
2017.09.13,1333.21,1334.59,1320.77,1323.00,89613,28407088,24
2017.09.14,1323.07,1330.55,1315.60,1329.56,82761,40559635,24
2017.09.15,1330.58,1334.24,1319.49,1320.29,84096,41704221,24
2017.09.18,1318.33,1319.59,1304.56,1307.19,68214,35157956,24
2017.09.19,1307.67,1311.60,1305.06,1310.90,69038,34622608,24
2017.09.20,1310.63,1315.94,1295.91,1300.08,83133,42348656,24
2017.09.21,1301.41,1301.61,1288.08,1291.22,82325,42260006,24
2017.09.22,1291.63,1298.61,1291.20,1296.89,69255,36190401,24
2017.09.25,1295.97,1311.88,1289.64,1310.28,89776,44722035,24
2017.09.26,1309.55,1313.56,1292.06,1293.80,80101,37642909,24
2017.09.27,1293.26,1296.14,1281.40,1282.16,78717,39618451,24
2017.09.28,1283.22,1288.71,1277.65,1286.98,74155,36498122,24
2017.09.29,1286.63,1290.25,1275.92,1279.37,70719,33560514,24
2017.10.02,1278.95,1279.12,1269.52,1270.95,64725,32722539,24
2017.10.03,1270.67,1274.68,1268.22,1271.54,54823,27535735,24
2017.10.04,1271.44,1282.12,1270.44,1274.64,58351,27481414,24
2017.10.05,1274.97,1278.92,1266.09,1267.57,53983,24446148,24
2017.10.06,1268.72,1276.24,1260.54,1276.17,72197,37165979,24
2017.10.09,1275.91,1285.36,1275.16,1283.94,60064,27024697,24
2017.10.10,1283.73,1294.13,1282.02,1287.92,71848,30796818,24
2017.10.11,1287.85,1293.42,1284.49,1291.32,70881,30764076,24
2017.10.12,1291.53,1297.39,1289.52,1293.27,105473,183622901,24
2017.10.13,1293.66,1303.64,1290.82,1303.30,153698,368480873,31
2017.10.16,1303.33,1305.91,1290.31,1294.57,144870,355016308,27
2017.10.17,1295.88,1296.11,1281.22,1285.14,157205,377730107,28
2017.10.18,1284.93,1288.78,1276.85,1280.81,132752,183995020,26
2017.10.19,1281.37,1290.18,1276.45,1289.36,188744,460968641,27
2017.10.20,1289.44,1290.90,1277.83,1280.11,176660,438754227,27
2017.10.23,1277.23,1283.13,1272.39,1281.93,151365,367212369,30
2017.10.24,1281.54,1283.51,1273.60,1276.47,158853,381883778,26
2017.10.25,1276.32,1279.95,1270.88,1277.36,187287,446519996,28
2017.10.26,1277.97,1282.38,1265.60,1266.90,182439,450339007,26
2017.10.27,1267.59,1273.66,1263.62,1273.43,181680,440648817,26
2017.10.30,1273.28,1278.67,1268.80,1276.01,143512,337071200,29
2017.10.31,1275.99,1278.01,1267.53,1271.00,140265,344868180,29
2017.11.01,1270.32,1280.71,1267.85,1274.52,175134,428471370,27
2017.11.02,1275.35,1283.96,1273.28,1276.15,179636,428406780,28
2017.11.03,1277.25,1280.05,1265.37,1270.03,141945,400994850,27
2017.11.06,1269.42,1282.79,1265.98,1281.49,153332,635903160,28
2017.11.07,1281.09,1281.30,1271.71,1275.23,158607,653646010,29
2017.11.08,1276.68,1287.07,1275.84,1281.16,156748,628206640,30
2017.11.09,1281.48,1288.31,1279.82,1284.63,209614,885282350,29
2017.11.10,1285.26,1286.93,1273.32,1275.60,171018,714220710,29
2017.11.13,1274.95,1279.62,1274.19,1277.94,136413,512745110,29
2017.11.14,1277.89,1283.45,1269.80,1280.32,166046,662673380,29
2017.11.15,1279.84,1289.39,1276.57,1278.34,203934,835398820,30
2017.11.16,1278.37,1281.67,1274.99,1278.30,159701,640043240,29
2017.11.17,1278.52,1296.77,1278.16,1294.11,182172,746259890,32
2017.11.20,1293.14,1294.62,1274.46,1276.65,180838,708477920,30
2017.11.21,1277.74,1284.60,1276.18,1280.37,165420,679956800,29
2017.11.22,1280.68,1294.52,1278.93,1291.94,164566,681331140,29
2017.11.23,1291.58,1293.44,1286.82,1290.93,81132,337321620,31
2017.11.24,1290.91,1293.13,1285.49,1288.27,119111,441101340,36
2017.11.27,1288.10,1299.08,1286.62,1294.26,151911,242794277,28
2017.11.28,1294.55,1297.28,1290.53,1293.75,149381,59293997,29
2017.11.29,1293.42,1296.54,1281.90,1283.24,182085,72277914,29
2017.11.30,1284.25,1285.16,1270.22,1274.70,193088,76794690,29
2017.12.01,1275.02,1289.07,1271.50,1279.88,220669,90094989,29
2017.12.04,1273.95,1277.02,1270.89,1275.94,176483,74544559,29
2017.12.05,1276.38,1276.90,1260.86,1265.66,172981,69249522,29
2017.12.06,1265.99,1269.13,1262.43,1263.12,173278,66917681,31
2017.12.07,1263.66,1264.31,1243.78,1246.64,167975,67066811,29
2017.12.08,1247.58,1252.23,1243.60,1248.04,152913,64673257,31
2017.12.11,1247.73,1251.40,1240.58,1241.54,128072,55153383,31
2017.12.12,1242.10,1246.09,1236.37,1243.77,132124,55701727,29
2017.12.13,1243.80,1256.92,1240.12,1255.51,154282,61048338,29
2017.12.14,1254.01,1258.95,1250.35,1252.50,162850,67920971,29
2017.12.15,1252.95,1261.72,1252.94,1255.33,145091,56540269,29
2017.12.18,1254.14,1263.83,1252.62,1261.62,134877,53692887,28
2017.12.19,1261.66,1265.11,1259.11,1261.64,127118,50626857,32
2017.12.20,1261.44,1267.70,1261.25,1265.37,125012,46025434,30
2017.12.21,1265.76,1268.80,1262.64,1266.52,116013,42022984,30
2017.12.22,1266.21,1276.02,1264.84,1275.28,100209,33928542,33
2017.12.26,1278.14,1283.58,1276.92,1283.08,56366,20337969,31
2017.12.27,1282.27,1288.80,1281.22,1287.01,109234,30233568,30
2017.12.28,1287.32,1295.07,1286.59,1294.86,104991,28073269,30
2017.12.29,1294.06,1307.41,1293.73,1302.54,110171,39989677,29
2018.01.02,1309.81,1318.80,1308.40,1317.82,102756,40861963,29
2018.01.03,1317.27,1321.24,1307.31,1312.78,142608,57085649,29
2018.01.04,1312.74,1325.84,1305.70,1322.69,152296,62588238,29
2018.01.05,1321.96,1323.26,1313.55,1319.90,136451,55476346,29
2018.01.08,1320.69,1322.00,1314.65,1320.27,112662,43344684,31
2018.01.09,1319.49,1320.04,1308.26,1312.61,145888,58244725,29
2018.01.10,1311.82,1327.60,1307.96,1316.59,189693,77984745,31
2018.01.11,1317.13,1323.79,1315.58,1322.34,160215,66048285,29
2018.01.12,1322.35,1339.21,1321.62,1338.17,178769,72842724,31
2018.01.15,1336.05,1344.60,1335.92,1339.93,114164,43484423,0
2018.01.16,1339.42,1342.13,1331.66,1338.37,172974,72394747,29
2018.01.17,1339.20,1343.82,1326.28,1326.61,201855,81300568,23
2018.01.18,1327.51,1332.96,1324.14,1327.04,183421,72448238,25
2018.01.19,1327.54,1337.86,1326.66,1331.43,174257,67234814,24
2018.01.22,1335.05,1335.44,1328.27,1333.87,142831,54525287,15
2018.01.23,1333.40,1341.64,1331.24,1341.11,167436,66124556,20
